name,address,suburb,state,postcode,latitude,longitude,phone,opening_hours,venue_type,source
Uniting Irwin Hall Mayfield,13-15 Section Street,MAYFIELD,NSW,2304,-32.895991,151.740498,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Albert Moore Gardens,10 Short Street,MERIMBULA,NSW,2548,-36.892077,149.908476,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Southern Cross Care John Woodward Residential Aged Care,45 Barcom Street,MERRYLANDS,NSW,2160,-33.839567,150.970854,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Juliana Village,58 Miranda Road,MIRANDA,NSW,2228,-34.0367299999999,151.108025999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Catholic Healthcare George Mockler Hostel,99 Elimatta Road,MONA VALE,NSW,2103,-33.679983,151.296913999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Calvary Muswellbrook Retirement Community,15 Cassidy Avenue,MUSWELLBROOK,NSW,2333,-32.280918,150.891999999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting Osborne Nowra,54-60 Osborne Street,NOWRA,NSW,2541,-34.875061,150.599270999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Ascott Gardens,68 Nile Street,ORANGE,NSW,2800,-33.2803419999999,149.113234,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting Wontama Orange,30-38 Byng Street,ORANGE,NSW,2800,-33.2808229999999,149.090278,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Melrose Cottage Settlement,157 Bungaree Road,PENDLE HILL,NSW,2145,-33.799897,150.959621999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Cherrybrook Christian Care Centre,3-5 Kitchener Road,CHERRYBROOK,NSW,2126,-33.73098,151.055960999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting Locke Haven Petersham,60 New Canterbury Road,PETERSHAM,NSW,2049,-33.8964509999999,151.154852,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Aubrey Downer Aged Care Home,23 Sunnyside Avenue,POINT CLARE,NSW,2250,-33.4393189999999,151.315134999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
BaptistCare George Forbes House,16 ERIN Street,QUEANBEYAN,NSW,2620,-35.3459939999999,149.233065,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Catholic Healthcare Holy Spirit Aged Care,13 Neptune Street,REVESBY,NSW,2212,-33.963993,151.020205,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Yallambee Village,34 Hydrae Street,REVESBY,NSW,2212,-33.9587679999999,151.019744,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting Bruce Sharpe Rockdale,110 Frederick Street,ROCKDALE,NSW,2216,-33.951458,151.13264,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Our Lady Of Consolation Home,32 Evans Road,ROOTY HILL,NSW,2766,-33.782769,150.846673,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
KOPWA Archbold House,16 Trafalgar Avenue,ROSEVILLE,NSW,2069,-33.780718,151.176693999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting Thomas Bowden Ryde,279 Morrison Road,RYDE,NSW,2112,-33.819273,151.104045,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting Elizabeth Gates and Alroy House Singleton,128 Blaxland Avenue,SINGLETON HEIGHTS,NSW,2330,-32.5479729999999,151.167545999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Calvary Cooinda Retirement Community,42 Bathurst Street,SINGLETON,NSW,2330,-32.570208,151.169123,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting Springwood,2 Lewin Street,SPRINGWOOD,NSW,2777,-33.6964279999999,150.553857999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Frank And Jess Kennett Home,1 A Railway Crescent,STANWELL PARK,NSW,2508,-34.2261809999999,150.982721999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
IRT Thomas Holt Kirrawee,"1-25 Acacia Road, North",KIRRAWEE,NSW,2232,-34.0214179999999,151.067878,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
James Milson Village North Sydney,4 Clark Road,NORTH SYDNEY,NSW,2060,-33.840372,151.21463,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Catholic Healthcare Vincentian Aged Care Service,48 Yurong Street,DARLINGHURST,NSW,2010,-33.875573,151.214163,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Nazareth House Tamworth,80-104 Manilla Road,OXLEY VALE,NSW,2340,-31.063396,150.903539999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
RFBI Tamworth Masonic Village,16 Kitchener Street,TAMWORTH,NSW,2340,-31.098067,150.941567999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting Taralga,49-53 Bunnaby Street,TARALGA,NSW,2580,-34.4058259999999,149.821144,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Alkira Lodge,2 A Bushland Drive,TAREE,NSW,2430,-31.895389,152.484865,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Whiddon Temora Greenstone,37 Gloucester Street,TEMORA,NSW,2666,-34.4406359999999,147.538736999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Agris Hutrof House,25 Estonian Road,THIRLMERE,NSW,2572,-34.2020679999999,150.552974,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Constitution Hill Aged Care,3 Centenary Avenue,NORTHMEAD,NSW,2152,-33.788811,150.97873,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Catholic Healthcare Blakeney Lodge,27-29 Carey Street,TUMUT,NSW,2720,-35.2980629999999,148.219001999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Southern Cross Care North Turramurra Residential Aged Care,402 Bobbin Head Road,NORTH TURRAMURRA,NSW,2074,-33.700837,151.146972,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Elizabeth Lodge Hostel,79 Mount Pleasant Avenue,NORMANHURST,NSW,2076,-33.727057,151.099022999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Catholic Healthcare McQuoin Park,35 Pacific Highway,WAHROONGA,NSW,2076,-33.713633,151.107156,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Warrigal Care Mt Warrigal,5 Rowland Avenue,MOUNT WARRIGAL,NSW,2528,-34.547685,150.844083,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Whiddon Wingham,12 Primrose Street,WINGHAM,NSW,2429,-31.869201,152.370714999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Anglicare Woodberry Village,129 Lanhams Road,WINSTON HILLS,NSW,2153,-33.7769369999999,150.975995,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
BaptistCare Bethshan Gardens Centre,30 Forest Road,WYEE,NSW,2259,-33.1700439999999,151.472368999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Thomas Eccles Gardens,26 Mount Street,YASS,NSW,2582,-34.831119,148.912273999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Southern Cross Care Young Residential Aged Care,Demondrille Street,YOUNG,NSW,2594,-34.322695,148.29131,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting Wirreanda West Pennant Hills,33 Highs Road,WEST PENNANT HILLS,NSW,2125,-33.7369849999999,151.022555,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Christophorus House Hostel,396 Peats Ferry Road,HORNSBY,NSW,2077,-33.6914069999999,151.097351,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Catholic Healthcare St Mary's Retirement Village,211 Northcliffe Drive,BERKELEY,NSW,2506,-34.4828979999999,150.843187999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Catholic Healthcare St John's Villa,222 Kings Road,NEW LAMBTON,NSW,2305,-32.935087,151.715275999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Woodlands Lodge,100 Lake Road,WALLSEND,NSW,2287,-32.9125429999999,151.659998999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
RFBI Lakemba Masonic Village,72 Sproule Street,LAKEMBA,NSW,2195,-33.923912,151.076209,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Teloca House Hostel,120 Audley Street,NARRANDERA,NSW,2700,-34.74812,146.549484,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Catholic Healthcare Coolamon Villa,1-3 Azalea Street,MULLUMBIMBY,NSW,2482,-28.5590149999999,153.490927999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Glaica House,22 Flora Parade,TUNCURRY,NSW,2428,-32.1675669999999,152.496705999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Anglicare Lemongrove Gardens,32 Gascoigne Street,PENRITH,NSW,2750,-33.752611,150.710363,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Haydays Retirement Hostel,258 Coke Street,HAY,NSW,2711,-34.501707,144.85199,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Bilyara Hostel,1 HOLMAN Place,COWRA,NSW,2794,-33.824333,148.694704,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Bracken House Dubbo,315 Macquarie Street,DUBBO,NSW,2830,-32.26122,148.600367,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Cooee Lodge,Townsend Drive,GILGANDRA,NSW,2827,-31.703966,148.663308999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
St Agnes Site,2 Lochinvar Place,PORT MACQUARIE,NSW,2444,-31.456553,152.898377,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Whiddon Narrabri Robert Young,Cameron Street,NARRABRI,NSW,2390,-30.326903,149.775869999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Whiddon Belmont,10 Gibson Street,BELMONT,NSW,2280,-33.036189,151.666063,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uralba Retirement Village,5 Eulamore Street,CARCOAR,NSW,2791,-33.6164849999999,149.142606999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Borella House,333 Borella Road,ALBURY,NSW,2640,-36.0764229999999,146.931132999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting Hawkesbury Richmond,23-25 Chapel Street,RICHMOND,NSW,2753,-33.595922,150.744045999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Maranatha House,127 - 137 Whiteley Street,WELLINGTON,NSW,2820,-32.54889,148.952445,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Bolton Clarke Winders Lodge,26 Winders Place,BANORA POINT,NSW,2486,-28.213079,153.540814,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Anglican Care Storm Village,109 Cowper Street,TAREE,NSW,2430,-31.897974,152.472323999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting Banks Lodge Peakhurst,93 Baumans Road,PEAKHURST,NSW,2210,-33.95629,151.068366999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Estia Health Norah Head,60 Soldiers Point Drive,NORAH HEAD,NSW,2263,-33.2840149999999,151.5685,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Anglican Care McIntosh Court,Toronto Road,BOORAGUL,NSW,2284,-32.979376,151.604501999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Stella Maris Aged Care Facility,6 Coast Avenue,CRONULLA,NSW,2230,-34.061635,151.155517,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Whiddon Glenfield Arthur Webb Court,81 Belmont Road,GLENFIELD,NSW,2167,-33.977024,150.900208999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Whiddon Glenfield Easton Park,81 Belmont Road,GLENFIELD,NSW,2167,-33.977024,150.900208999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Murray Vale Shalem Hostel,342 Wagga Road,LAVINGTON,NSW,2641,-36.0499889999999,146.937887999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Oolong Hostel,91-97 Sturt Street,HOWLONG,NSW,2643,-35.980102,146.624482999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Catholic Healthcare Percy Miles Villa,227-235 Forest Road,KIRRAWEE,NSW,2232,-34.040092,151.07373,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
BaptistCare Warena Centre,15 Bangaroo Street,BANGOR,NSW,2234,-34.016976,151.027583999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
BaptistCare Kularoo Centre,84-86 Kularoo Drive,FORSTER,NSW,2428,-32.197799,152.525487999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting Thomas Roseby Lodge Marrickville,388-390 Illawarra Road,MARRICKVILLE,NSW,2204,-33.915576,151.150328999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
RFBI Coffs Harbour Masonic Village,33a Mackays Road,COFFS HARBOUR,NSW,2450,-30.277315,153.103149,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Dougherty Villa,206 Arthur Street,GRAFTON,NSW,2460,-29.673276,152.939260999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Burrowa House,79 Ford Street,BOOROWA,NSW,2586,-34.442832,148.727782999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Catholic Healthcare St Joseph's Aged Care,37 Azalea Avenue,COFFS HARBOUR,NSW,2450,-30.298755,153.106392,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Catholic Healthcare The Sister Anne Court Aged Care,180 Albion Street,DARLINGHURST,NSW,2010,-33.883771,151.215981999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Woollahra Montefiore Home,23 Nelson Street,WOOLLAHRA,NSW,2025,-33.8888439999999,151.243278,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Catholic Healthcare Emmaus Village,85 Bakers Lane,KEMPS CREEK,NSW,2178,-33.829203,150.791031,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
